,tickled/giggling,^-^,
,Time Out,:-t,
,Tired,*TIRED*,
,Tired,(:|,
,Toes,0000(0)(0)0000,
,Tongue in Cheek,8-;),
,Tongue in Cheek,:-J,
,tongue sticking out,:-p,
,Tongue Sticking Out,:-?,
,tongue tied,:-&,
,"tongue tied, don’t know what to say",:-&,
,Tongue Touching Nose,:-A,
,tongue-tied,:-&,
,Total Head Case,*!#*!^*&:-,
,Totally Unbelievable,:-C,
,tounge in cheek,:-J,
,tounge out,:-r,
,tounge sticking out,:-P,
,tounge tied,:-&,
,Trekkie,>:-|,
,Triple Chin,:-))),
,Turban,@:I,
,Turkey,<:>==,
,Turtle,(tu),
,two noses,:=),
,Uh oh,:-O,
,Ultraman,(o|o),
,Umbrella,(um),
,un-smiley,:-(,
,Uncertain,X:-/,
,uncertainty,:-$,
,Undecided,:\,
,undecided,:-\,
,Undecided,:-/,
,Undecided user,:-\,
,Unfazed,:-|,
,Unibrow,|:-),
,United States Flag,**==,
,UnSmiley big-face,):-(,
,unSmiley frowning,(:-(,
,Unyielding,|:-|,
,Upset,>.<,
,Upset,>:*,
,Upset,}:(,
,User after a BIZARRE comment,:-s,
,User after a wry statement,:-7,
,User after eating something bitter,:-*,
,User after eating something sour,:-6,
,User attends an Ivy League school,:<|,
,User face screaming,:-@,
,User just ate a sour pickle,:-*,
,User licking it’s lips,:-9,
,User likes to scuba dive,(:)-),
,User needing a haircut,(-),
,"User only has a left eye, which is closed",>-),
,User partied all night,#-),
,User singing national anthem,:-o,
,User spitting out its chewing tobacco,:-`,
,User sports a mohawk and admires Mr. T,-:-),
,User talks too much,:-D,
,User tends to drool,:-)>,
,User wearing scuba mask,0-),
,user wears braces / lips are sealed,:-#,
,User wears glasses,8-),
,User wears glasses,::-),
,User wears lipstick,:-},
,User which is tongue-tied,:-&,
,User with bushy mustache,:-#|,
,User with funny-looking left nose,:u),
,User with funny-looking right nose,:n),
,"User, wearing toupee in wind.",}(:-(,
,User’s beard has permanent wave *or* was drawn by Picasso,:-@,
,"User’s face needs a nosejob, no explanation necessary",:~),
,User’s lips are sealed.,:-#,
,Vampire,"@,.,@",
,Vampire,(';.;'),
,Vampire,:-E,
,Vampire,:-[,
,Vampire Bat,:[,
,Vampire Bat,:-[,
,Vampiro,:-[,
,Very Drunk,%*},
,Very Happy,:-))),
,Very Happy,:-)),
,Very hungry,:-[],
,very overweight,:-))),
,VERY sad,(:-\,
,very shocked or yelling,:-O,
,Very Tired,%'),
,Very Unhappy,(:-(,
,Victory,(o^_^)o,
,Waiting,:-w,
,walkman,[:-),
,Walrus,:-<,
,Wave,:-h,
,wavy hair,@:-),
,wearing a bow tie,:-X,
,wearing a bowtie,:-)X,
,wearing a cap,d:),
,Wearing A Sailor Hat,D:-),
,Wearing A Toupee,{(:-),
,wearing a toupee,{:-),
,Wearing A Turban,@:-),
,wearing a walkman,[:-),
,wearing braces,:-#,
,wearing cheap sunglasses,B-|,
,Wearing Contacts,8-),
,Wearing Glasses,B-),
,wearing headband,(|:-),
,Wearing Lipstick,:-{},
,Wearing Sunglasses,B-),
,Wearing Sunglasses,8-),
,Wearing Sunglasses,]-I,
,wearing toupee,{(:-),
,wearing toupee in an updraft,}:-),
,wearing toupee.,{(:-),
,wears glasses,(8-),
,wears glasses,::-),
,well dressed,:-)8,
,Whatever,:-P,
,Whatever,:-1,
,Whatever,-_-,
,Whining,*WHINING*,
,Whining,:'(,
,Whining,:'-(,
,Whistling,":-""",
,wide-eyed,8-),
,Wigged Out,;^?,
,Wilted Rose,(w),
,Wine Glass,())=(,
,wink,-),
,Wink,(`_^),
,Wink,;p,
,Wink,;O),
,wink,;),
,Wink,;-P,
,wink,;-),
,Winking,~_^,
,Winking,-),
,Winking,;),
,Winking,;-),
,Winking Happy,",-)",
,winking smiley,;-),
,Winking Variation,;-),
,Witch,<):^/,
,With a bow-tie,:-)X,
,With a hat,*|:-),
,Wizard,8<:-),
,wizard,8 :-),
,wizard,-=#:-),
,Wizard With Wand,-=#:-) /,
,Woman,:-)8 :,
,won the lottery,$-),
,Wondering,:~),
,Worried,:-S,
,Wow!,:-O,
,Wry and winking,",-}",
,Wry Face,:-7,
,Wry Remark,:-7,
,Xbox,(xx),
,Yacht,_/),
,Yawn,|-O,
,Yawn,(:|,
,yawning,|-O,
,yawning,|-(),
,Yawning,:-@,
,Yawning Or Snoring Variation,|^O,
,yell,:-0,
,Yelling,>:O,
,yelling,:-(0),
,yet another bad hair day,@@(: l),
,yet another smiley,:-l,
,Yikes!,8,
,Yo !!,:-0,
,Yoda,<(-.-)>,
,Yoda,<(-_-)>,
,You Make Me Sick!,:-(*),
,You stepped on my toe,:-( ),
,You’re A Big Liar!,:--------),
,You’re kidding!,(@ @),
,You’re Mad!,X-(,
,Yuck Face,:-0>,
,Yuk,|-P,
,Zippy the Pinhead,->=:-),
